drug,gene,metric,spearman_r,spearman_p,pearson_r,pearson_p,n_cell_lines
quinethazone,CRP,auc,0.009246101446328847,0.8542878089408561,-0.015227930395912668,0.7622898501534966,397
quinethazone,HNF1A,auc,0.005030369295401562,0.9204126108345407,0.029521607576402868,0.5575483221528601,397
quinethazone,MYC,auc,0.03774485748636611,0.4532806948952382,0.01891544302629755,0.707115584341588,397
quinethazone,ERBB2,auc,-0.012669551612390993,0.8013091792299575,-0.05337408556132789,0.28874710348957666,397
phenelzine,CRP,auc,-0.05874739535289758,0.23931567269609264,-0.02710140258694026,0.5874971272947647,403
phenelzine,HNF1A,auc,0.03322536887829833,0.505982391366314,0.0034808956326048655,0.9444629676846542,403
phenelzine,MYC,auc,-0.04260195736395053,0.3936819647517556,-0.016399093358933855,0.7427536491885407,403
phenelzine,ERBB2,auc,0.010653628636146988,0.8311617368033227,0.050650655501363724,0.3104407662039102,403
mephenytoin,CRP,ic50,-0.06158970451126799,0.7420515972304554,-0.063950585509606,0.7325165855448903,397
mephenytoin,CRP,auc,-0.02473926228300225,0.62311015604799,0.003704803056686079,0.9413404721068489,397
mephenytoin,HNF1A,ic50,-0.11435707406347774,0.5401653799260621,-0.03822710846024108,0.838222651637583,397
mephenytoin,HNF1A,auc,0.12835923152821269,0.010465001725873065,0.12869918344592596,0.010260905908283557,397
mephenytoin,MYC,ic50,-0.054838709677419356,0.7695204467568881,-0.06235573143100853,0.7389536154749747,397
mephenytoin,MYC,auc,0.030757009689043414,0.5411722438615192,0.05535993519250269,0.27115576686070203,397
mephenytoin,ERBB2,ic50,0.03346774193548387,0.8581475135178092,0.016549564949372743,0.9295878803123475,397
mephenytoin,ERBB2,auc,0.09279507498166151,0.06473469063309197,0.1091012355730708,0.02974541742320171,397
levocarnitine,CRP,ic50,,,,,409
levocarnitine,CRP,auc,-0.012835902988694282,0.795784735873593,-0.001051923153546401,0.9830791538064254,409
levocarnitine,HNF1A,ic50,-0.06293706293706294,0.8459309212287789,0.11436471105986767,0.7234063004584916,409
levocarnitine,HNF1A,auc,-0.03875730814187406,0.4343833256624964,0.049874825106166934,0.314321684876671,409
levocarnitine,MYC,ic50,-0.1188811188811189,0.712884219214772,0.1348770814509688,0.6759963265308471,409
levocarnitine,MYC,auc,0.05024734473505414,0.3107163640143202,0.06115666937351874,0.2171331297642113,409
levocarnitine,ERBB2,ic50,-0.27272727272727276,0.39109677094189615,0.08077004094065526,0.80294883833201,409
levocarnitine,ERBB2,auc,0.01436457697668227,0.7720982187515135,0.05381749189483142,0.2775465044227477,409
riociguat,CRP,ic50,0.03278103138121562,0.8494692814969111,-0.04383601438364641,0.7996070224385938,409
riociguat,CRP,auc,-0.028978121734770018,0.5589678012210908,0.028651918220462133,0.5634029417410714,409
riociguat,HNF1A,ic50,-0.17824968035776084,0.2982876364894368,-0.028411463715867107,0.8693488249042476,409
riociguat,HNF1A,auc,-0.021196844192823618,0.6690765899354102,-0.004981831999201165,0.9199921675342155,409
riociguat,MYC,ic50,0.16216216216216217,0.34470510289221257,0.019001047770921584,0.9124152514295206,409
riociguat,MYC,auc,-0.013577672684737883,0.7842662534562325,0.0020598420632119904,0.9668731565207017,409
riociguat,ERBB2,ic50,0.15546975546975547,0.3652427593784923,-0.0057831844965658226,0.973296005903537,409
riociguat,ERBB2,auc,0.059687472813976586,0.22840250509401144,0.09201854632804174,0.06299728828017657,409
dabrafenib,CRP,ic50,-0.03901806566103623,0.47136424414178146,-0.01983417209863778,0.7143433707497958,999
dabrafenib,CRP,auc,0.025877986274853354,0.41390710355296767,0.0647292970032443,0.04080752342285428,999
dabrafenib,HNF1A,ic50,0.1340792910502713,0.012942399671558582,0.01299794500446868,0.8104413571493636,999
dabrafenib,HNF1A,auc,0.1370222906915109,1.3867441365336904e-05,0.10417185372665297,0.0009758147374661866,999
dabrafenib,MYC,ic50,0.0024826375581976537,0.9634606381455884,0.02407786032209732,0.6567788516580051,999
dabrafenib,MYC,auc,-0.08416465879291395,0.007777433605867062,-0.043498497886804405,0.16950865314071553,999
dabrafenib,ERBB2,ic50,0.1395423111879733,0.00966478205294146,-0.016569929134659492,0.7597720564972702,999
dabrafenib,ERBB2,auc,0.11034884829427197,0.0004756612541616921,0.15239943697885505,1.3039848958805666e-06,999
riluzole,CRP,ic50,-0.06224540824901376,0.5163369568170589,-0.02121929892043963,0.825050878118254,418
riluzole,CRP,auc,0.02249725848097204,0.6464939850435025,0.044046660096733324,0.36903873830681855,418
riluzole,HNF1A,ic50,-0.015448132313612476,0.8721537645258693,0.1584836065293858,0.09664430020976814,418
riluzole,HNF1A,auc,0.12883195840374015,0.008362161526391144,0.0746933743131989,0.1273421522256242,418
riluzole,MYC,ic50,-0.09201096006008358,0.33682307646703247,0.006661713328006389,0.9446777833649771,418
riluzole,MYC,auc,0.05085751444841923,0.29957647157438155,0.060689543926532356,0.21563203869256362,418
riluzole,ERBB2,ic50,-0.01104342122317631,0.908416526209298,-0.020627199945102894,0.8298579089173382,418
riluzole,ERBB2,auc,0.009284805141748951,0.8498859731847809,0.040737921028435736,0.4061207854942603,418
alectinib,CRP,ic50,0.019330942956171382,0.7064583903719494,-0.009121743363492729,0.8589568060649779,425
alectinib,CRP,auc,-0.07340628187788895,0.13081615150154702,0.14060422710079082,0.003677987271210004,425
alectinib,HNF1A,ic50,-0.10497512579101151,0.04029957487948958,-0.03362927853611568,0.5122684678602183,425
alectinib,HNF1A,auc,-0.04269496207016857,0.37995059885966354,0.08433288261866655,0.0824681911447321,425
alectinib,MYC,ic50,-0.1169417151404627,0.022256428266191168,0.010422685460508055,0.8390979564571089,425
alectinib,MYC,auc,-0.10005243786029536,0.039232976220149915,-0.016190844333619833,0.7392689683567516,425
alectinib,ERBB2,ic50,-0.06751813130577936,0.1879029477914246,-0.03747102011108239,0.46525526727849786,425
alectinib,ERBB2,auc,-0.017172402023218777,0.7240872960461698,0.11391801641411466,0.018813010121883224,425
fenoprofen,CRP,ic50,-0.0038841490927803597,0.9449091837392439,-0.008966490021208143,0.8732582797494821,410
fenoprofen,CRP,auc,-0.03576841061909201,0.47012538025712913,0.041790020283766584,0.39868689408826297,410
fenoprofen,HNF1A,ic50,-0.012036463165334469,0.8304363627082562,-0.015791348520512522,0.7787465692371737,410
fenoprofen,HNF1A,auc,0.01609079426580448,0.7453021294393309,0.025352617961880125,0.608744532585196,410
fenoprofen,MYC,ic50,-0.127766424804071,0.022466621581637123,-0.052016187779572266,0.3544361887685018,410
fenoprofen,MYC,auc,-0.17184103153235594,0.0004741962029673881,-0.0918893759641568,0.0630452990032076,410
fenoprofen,ERBB2,ic50,0.009973138862341285,0.8591697640272742,-0.1258833672654006,0.024545961159342558,410
fenoprofen,ERBB2,auc,0.01627552564555984,0.7424808093755918,0.1367621090444357,0.005540378364498184,410
nafcillin,CRP,auc,-0.03686734076660417,0.4599193906609588,-0.013236952178854566,0.790819429497624,404
nafcillin,HNF1A,auc,0.01853005185270336,0.7103937722846503,0.0018576737748588965,0.9703071045856354,404
nafcillin,MYC,auc,0.11193815065444097,0.024446828366742737,0.13599802730456662,0.0061854022683345555,404
nafcillin,ERBB2,auc,0.031673547515858595,0.5255476852318555,0.060719480823313354,0.22330422881966783,404
famotidine,CRP,ic50,0.284113330535172,0.21197093089336985,-0.06973179718813197,0.7639103851407013,398
famotidine,CRP,auc,0.01511705644796677,0.763679148959604,0.17706196614480701,0.00038618573568722657,398
famotidine,HNF1A,ic50,-0.001954407762485261,0.993291652226563,-0.0706877252335827,0.7607641722955649,398
famotidine,HNF1A,auc,0.07191583834315127,0.1521270152241918,0.1121859106329482,0.025212441313768565,398
famotidine,MYC,ic50,-0.36363636363636365,0.10514930870551212,-0.34293114576692996,0.1280436878990848,398
famotidine,MYC,auc,0.05442711706456216,0.278717234240779,0.039934317246486745,0.42690538937240796,398
famotidine,ERBB2,ic50,0.1064935064935065,0.6459166351388026,0.1609244387141023,0.4858936062392897,398
famotidine,ERBB2,auc,0.0649133517105719,0.1962506861845319,0.1082130761908,0.0308970740431697,398
phenylbutazone,CRP,ic50,-0.0626785176931277,0.405882200594858,-0.012848326919156735,0.8648391679999341,414
phenylbutazone,CRP,auc,0.08006386309764639,0.10379116437766704,0.0044942109495642955,0.9273593849876931,414
phenylbutazone,HNF1A,ic50,-0.040119757201360996,0.5949286718098492,-0.03064695409339302,0.6846719875289197,414
phenylbutazone,HNF1A,auc,0.07050616807170458,0.1521342553118624,0.0628934549403384,0.2015712042145202,414
phenylbutazone,MYC,ic50,-0.031280105412608325,0.6785153453429033,0.015619723778122587,0.8360586332375687,414
phenylbutazone,MYC,auc,0.002983787078334754,0.9517353876967166,0.007132199858100196,0.8849620553919041,414
phenylbutazone,ERBB2,ic50,0.043186355529015924,0.5670607261540334,-0.07103964615382782,0.346038637682575,414
phenylbutazone,ERBB2,auc,0.08981497214693389,0.06790599722093094,0.12731712081204685,0.009507395351635474,414
tiludronate,CRP,ic50,0.16645862709414677,0.2529858125350578,-0.02815399637357292,0.8477200091339794,412
tiludronate,CRP,auc,-0.03435211352482674,0.4868306384481801,0.08195139405778004,0.09667872316878738,412
tiludronate,HNF1A,ic50,0.021110526600381596,0.8855203451231297,-0.0625235217774897,0.6695365044499312,412
tiludronate,HNF1A,auc,-0.03438498687342045,0.48641357721396733,0.028654266976373514,0.5619347737667951,412
tiludronate,MYC,ic50,0.024286953447604304,0.8684369593537825,-0.07734818466280749,0.5973241366731231,412
tiludronate,MYC,auc,0.1005512592705062,0.04135637141629237,0.09568748134926547,0.052282767779623235,412
tiludronate,ERBB2,ic50,-0.15347721842519693,0.2924052754440284,-0.2858979641806793,0.04643658180247075,412
tiludronate,ERBB2,auc,0.05017417477449555,0.3096435163857636,0.09629487199782974,0.05079885884614829,412
colchicine,CRP,ic50,0.038007137378466414,0.45129657857194516,0.588304180648965,3.8067481895679675e-38,430
colchicine,CRP,auc,0.07984351191887569,0.0982308677824574,0.06505487733175994,0.178139208898569,430
colchicine,HNF1A,ic50,0.012153311732897071,0.8097212157446952,0.1469762166005563,0.00341421632674767,430
colchicine,HNF1A,auc,0.07228972967509602,0.1344903696106647,0.13081158259153464,0.0066005716860976305,430
colchicine,MYC,ic50,-0.009661228096344263,0.8482051263485613,-0.017956590079728448,0.7220069447721417,430
colchicine,MYC,auc,-0.04786686917586344,0.32204365613906216,-0.010506238176523307,0.8280261300747743,430
colchicine,ERBB2,ic50,-0.06662699406543472,0.1863488660889536,0.0014647558386506596,0.9768492754240651,430
colchicine,ERBB2,auc,0.07566405969806372,0.11718887786190471,0.05221042973870302,0.28003357105476984,430
busulfan,CRP,ic50,0.07363591928537937,0.25481154869471173,-0.024509088632164812,0.7050130980174065,415
busulfan,CRP,auc,0.06048659156810116,0.21884129556064572,-0.006055809343381442,0.902110865492517,415
busulfan,HNF1A,ic50,-0.0189188675063952,0.7701344968806924,-0.06142217133090308,0.3423827461065331,415
busulfan,HNF1A,auc,0.06043806654402999,0.21921177030900083,0.1131842041380717,0.02109956206945141,415
busulfan,MYC,ic50,-0.03353713752103383,0.604405740825085,-0.02584519471275292,0.6897414312848105,415
busulfan,MYC,auc,-0.004811053653910576,0.9221597453328916,-0.005345541827557181,0.9135441250130248,415
busulfan,ERBB2,ic50,0.049534983956557525,0.4439966597341376,0.07857085021980727,0.22425718098189198,415
busulfan,ERBB2,auc,-0.009522712604743928,0.846636581290252,-0.024021038975120795,0.6255921992071141,415
ciclesonide,CRP,ic50,0.022438646538600455,0.8464091148269407,-0.01650814510469975,0.8866860993005807,419
ciclesonide,CRP,auc,-0.057712434717620754,0.2384787619651926,-0.03074392956913853,0.5302785224170548,419
ciclesonide,HNF1A,ic50,-0.0017102005340755818,0.9882224577357644,-0.07365217103081544,0.5243921924144966,419
ciclesonide,HNF1A,auc,-0.08617024327877272,0.07809127951694789,-0.07811365642897311,0.11035259192169633,419
ciclesonide,MYC,ic50,0.019480903591717152,0.8664541544270213,-0.20629716996629813,0.07185154189204984,419
ciclesonide,MYC,auc,-0.18010125831870263,0.00021062923382855905,-0.15264923677232778,0.0017261611996704602,419
ciclesonide,ERBB2,ic50,-0.11783186221062923,0.30743488972120697,-0.2590554654969442,0.02290545269972037,419
ciclesonide,ERBB2,auc,-0.12873750558886723,0.00833214689677651,-0.11472002898371599,0.01882363893996766,419
papaverine,CRP,ic50,0.14850750294164394,0.005857500427886865,-0.010174639028730047,0.851069548690055,430
papaverine,CRP,auc,0.11741037448095777,0.01484997794206925,0.15812879578345945,0.0010011355602660404,430
papaverine,HNF1A,ic50,-0.00464614641303303,0.9316777257847542,-0.0297911331533655,0.5824239934974986,430
papaverine,HNF1A,auc,0.06602303412574348,0.17175416971398116,0.13102324336727517,0.006512703023586542,430
papaverine,MYC,ic50,-0.04599856085832624,0.39574495158312045,0.05119575098265987,0.34449684511316303,430
papaverine,MYC,auc,-0.045584490207075105,0.34568149460523195,0.0033136052366482,0.945377625538896,430
papaverine,ERBB2,ic50,-0.011173828944817447,0.8366399874219804,-0.0033172532372471473,0.951190143567693,430
papaverine,ERBB2,auc,-0.041604060165188216,0.38946855656688434,0.008194752970681507,0.8654519669262221,430
chlorhexidine,CRP,ic50,-0.038553657396484815,0.4683659751634694,-0.008880850874999043,0.8673877180278314,424
chlorhexidine,CRP,auc,-0.01635784042913741,0.7369789573738784,0.15881677028326902,0.0010328089194300261,424
chlorhexidine,HNF1A,ic50,0.07556327755413259,0.15480989422717711,-0.02256229575026014,0.6713751949957484,424
chlorhexidine,HNF1A,auc,0.06330047320056868,0.1932948923866621,0.03159111231915954,0.5165048940040775,424
chlorhexidine,MYC,ic50,0.05590016599285203,0.29287503300445633,-0.008833156412148612,0.8680933960245343,424
chlorhexidine,MYC,auc,0.011204109165170685,0.8180662243007848,-0.029961659951047374,0.5383796108725852,424
chlorhexidine,ERBB2,ic50,0.0030012224715350614,0.9550009100510246,-0.08205926640338385,0.12223665011420715,424
chlorhexidine,ERBB2,auc,0.002725264175761027,0.9553807906629097,0.005042092091946207,0.9175525067110265,424
amsacrine,CRP,ic50,-0.01222710593263217,0.8027082662203934,-0.021385050948486868,0.6621062980206989,431
amsacrine,CRP,auc,-0.02896219219500203,0.5487392629902297,0.018046310792450147,0.7087067368542123,431
amsacrine,HNF1A,ic50,-0.01865714607789665,0.703016733978471,0.002178177872504133,0.9645007680611494,431
amsacrine,HNF1A,auc,0.009612709284158286,0.8422705124865385,-0.008056262187417357,0.8675515466571213,431
amsacrine,MYC,ic50,-0.12432269980327433,0.010767208850205877,-0.0656032490760566,0.17962661537532792,431
amsacrine,MYC,auc,-0.1913340415799358,6.397305281720808e-05,-0.0988524184439091,0.040238111818949006,431
amsacrine,ERBB2,ic50,0.022165914954523767,0.6505718572070118,0.09682084154555831,0.04736919647363351,431
amsacrine,ERBB2,auc,0.045950042913348164,0.3412592627759437,0.059178121752849894,0.22016985659250693,431
palbociclib,CRP,ic50,-0.07276156716663978,0.08102013880647908,-0.07960381852306951,0.05621407786427438,1118
palbociclib,CRP,auc,0.012377780507352634,0.6792970129601851,-0.006606364310580641,0.825365703602871,1118
palbociclib,HNF1A,ic50,0.07399362482951462,0.07599332125365328,-0.009561287774701027,0.8188862804469945,1118
palbociclib,HNF1A,auc,0.022957138828409298,0.4431713489509761,0.015128245239790991,0.6133490254157548,1118
palbociclib,MYC,ic50,-0.05526137128929524,0.18536890424677302,-0.10488878582503872,0.011775097713520522,1118
palbociclib,MYC,auc,-0.13418069854074124,6.73526269746597e-06,-0.0803607991533649,0.007181095316104619,1118
palbociclib,ERBB2,ic50,0.040985969557565054,0.32612985731913596,0.07627638854004978,0.06735133550465126,1118
palbociclib,ERBB2,auc,0.06686864625982133,0.02536122828286087,0.09402596516648135,0.0016475319952628806,1118
daclatasvir,CRP,ic50,-0.06014259029474294,0.27819451345225193,,,398
daclatasvir,CRP,auc,-0.043195232835629586,0.39010167914714083,0.011372929389932458,0.8210591539674821,398
daclatasvir,HNF1A,ic50,-0.02261044519303021,0.6837478217143635,,,398
daclatasvir,HNF1A,auc,0.010959491155543344,0.8274602568046485,0.05988065986349582,0.23328953229563115,398
daclatasvir,MYC,ic50,-0.13067042786882924,0.018077451498217705,,,398
daclatasvir,MYC,auc,-0.09587003586952982,0.05600594858058607,-0.033360722233129185,0.5069234650410946,398
daclatasvir,ERBB2,ic50,-0.09510224673410937,0.0859690218822261,,,398
daclatasvir,ERBB2,auc,-0.05291665143930324,0.292294492546389,0.059174723256434726,0.23885588204241837,398
ciprofibrate,CRP,ic50,-0.03857716429486356,0.47769070895460713,-0.08005400739823447,0.14015002326491194,419
ciprofibrate,CRP,auc,0.009214212470405167,0.8508368571093877,-0.042793239608254846,0.3822602732509877,419
ciprofibrate,HNF1A,ic50,-0.029379129489195535,0.5887522293014605,-0.08022832403775654,0.1392859602392701,419
ciprofibrate,HNF1A,auc,-0.023973527527847694,0.6246079362057825,0.021450602841853093,0.6615156446217729,419
ciprofibrate,MYC,ic50,-0.07142509650534468,0.18824551442952023,-0.021431249088914937,0.6933259364470857,419
ciprofibrate,MYC,auc,-0.05778800168761938,0.23786353927679516,-0.005570304495533855,0.9094902430889266,419
ciprofibrate,ERBB2,ic50,-0.03673364329431736,0.4989976492616458,-0.06021159706584502,0.26751556432270573,419
ciprofibrate,ERBB2,auc,-0.023628187853885277,0.6296074756469013,-0.02149810618182755,0.6608127254064075,419
idarubicin,CRP,ic50,0.004410897824709498,0.9272485561633932,-0.005613074954607288,0.9074996142328521,431
idarubicin,CRP,auc,0.00929946803568238,0.84734628909708,-0.0009477198174749641,0.9843480725864904,431
idarubicin,HNF1A,ic50,0.011115798791035834,0.8180086971440615,0.021112289312460116,0.6620545223441179,431
idarubicin,HNF1A,auc,0.013519210688319362,0.7795819914311125,0.01760999618329374,0.7154401989052348,431
idarubicin,MYC,ic50,-0.084794816330531,0.07867234613850455,-0.09056950225924427,0.0602890428495081,431
idarubicin,MYC,auc,-0.0880289142064512,0.06788549712872627,-0.05604838802165826,0.24558965506163505,431
idarubicin,ERBB2,ic50,0.01650420299687324,0.732603483061514,0.04698301313341965,0.33050484308497735,431
idarubicin,ERBB2,auc,0.019735527918405382,0.6828551550129577,0.05078738607397019,0.29280389665301954,431
creatine,CRP,auc,-0.045670767187065364,0.36047327120883504,-0.040782466713516215,0.4142147885658374,403
creatine,HNF1A,auc,-0.031411672454376593,0.5294921800714479,-0.04185954214929514,0.4019848533140688,403
creatine,MYC,auc,-0.05706933841884634,0.25302525336724335,-0.02479319865272609,0.61971784370177,403
creatine,ERBB2,auc,0.05066289758248749,0.3103236872542319,0.047811132979832506,0.3383815052667186,403
thiram,CRP,ic50,-0.06210153794731107,0.2002851480848541,0.01662067231389543,0.7320001518703733,431
thiram,CRP,auc,-0.049107579855521076,0.30908070211153055,0.03905124539401369,0.4186998142375211,431
thiram,HNF1A,ic50,0.006370673660684439,0.8955705025699339,-0.009124304451515255,0.8508800588893746,431
thiram,HNF1A,auc,0.012283950953742007,0.7992711898973034,-0.020773686226662376,0.6671469898741836,431
thiram,MYC,ic50,0.010210263925902286,0.8333775894196783,0.04832326840196419,0.31915009067412836,431
thiram,MYC,auc,0.0014476438111261855,0.9760936885747327,0.02101918269609894,0.6634532727852643,431
thiram,ERBB2,ic50,-0.04170482462215079,0.38999003193753234,0.012531000778893483,0.7962591783477723,431
thiram,ERBB2,auc,-0.03129074823593033,0.5170593777853859,-0.04927722225548591,0.3074103763911834,431
iproniazid,CRP,auc,-0.030814303296474693,0.5419625340344755,0.04553136117158406,0.36739281607543767,394
iproniazid,HNF1A,auc,0.012747489546990176,0.8008580689508887,0.005693216662428932,0.9103088459115161,394
iproniazid,MYC,auc,-0.027938864934691613,0.5803205324206782,-0.01884041862180422,0.709284997955781,394
iproniazid,ERBB2,auc,0.09989456782744495,0.04753417243736856,0.09708222756308686,0.054172470437937915,394
buphenine,CRP,ic50,0.06369246897493336,0.5950515129259325,-0.0339645619090279,0.7769954108625095,415
buphenine,CRP,auc,-0.09475525091088009,0.05375187713285107,-0.09405061009965782,0.055566132965942074,415
buphenine,HNF1A,ic50,0.0005470328715042262,0.9963612683045711,-0.02510561475056731,0.8341883986339669,415
buphenine,HNF1A,auc,-0.036925337088260415,0.4531262523649792,-0.007111500518577431,0.8851552924276989,415
buphenine,MYC,ic50,-0.08638888665857858,0.47056785580924904,0.12064635890595549,0.3127373050154498,415
buphenine,MYC,auc,0.003594900400868575,0.9417957447247551,-0.01738390611493469,0.7240167593611099,415
buphenine,ERBB2,ic50,0.0542643760418207,0.6507476443124728,0.005731445084651609,0.9618898590143286,415
buphenine,ERBB2,auc,0.023179773764653765,0.6377500890452659,0.017103841911470793,0.7282861656574678,415
prednisolone,CRP,ic50,-0.10111896460653456,0.24863203995968103,-0.029160380311888397,0.7399562008423943,398
prednisolone,CRP,auc,0.01772127025074899,0.7244978526442123,-0.08632652451542719,0.085431691555955,398
prednisolone,HNF1A,ic50,0.0969846359507764,0.2686050010377555,-0.015409361256632203,0.8607915650089116,398
prednisolone,HNF1A,auc,-0.023721676317395107,0.6370525051887413,-0.01582014252756414,0.7530366234613289,398
prednisolone,MYC,ic50,-0.01052170215222657,0.9046901436602818,-0.004831961567395548,0.9561485699905858,398
prednisolone,MYC,auc,-0.1313220067374584,0.008716076555132925,-0.09786354364659765,0.05106702972159382,398
prednisolone,ERBB2,ic50,-0.05570259598582881,0.5258328689383224,-0.04654321070923357,0.5961520896461665,398
prednisolone,ERBB2,auc,0.02255259486795935,0.6537456374645099,0.02842497436558965,0.5717968834601372,398
colistin-b-sulfate,CRP,auc,-0.038252640648851415,0.49874507550195274,-0.05783066140459271,0.3062281804266854,315
colistin-b-sulfate,HNF1A,auc,-0.05528665401888521,0.32803075240601387,-0.09029807534234882,0.10970294269698584,315
colistin-b-sulfate,MYC,auc,-0.10996488172783742,0.05119506252083292,-0.07978153039708048,0.1577718804964458,315
colistin-b-sulfate,ERBB2,auc,0.06734015395104916,0.23335105707891218,0.05292983264245946,0.34910165936627996,315
ajmaline,CRP,ic50,0.03449279384516062,0.6174961952713959,0.013965415609544264,0.8398016665609042,420
ajmaline,CRP,auc,-0.02509787727853718,0.6080203560144445,-0.024607773753991615,0.6150469069073075,420
ajmaline,HNF1A,ic50,0.007391982615243926,0.9147937241075926,0.006135760288482214,0.9292323844100187,420
ajmaline,HNF1A,auc,-0.0057167076834499795,0.9070110653854319,-0.030686571880379272,0.5305536796041164,420
ajmaline,MYC,ic50,-0.16751627693760637,0.014608828922830327,-0.11788931073647717,0.08683735601660637,420
ajmaline,MYC,auc,-0.11310397004453254,0.020423376313018955,-0.072315315906637,0.13899503601429342,420
ajmaline,ERBB2,ic50,-0.11385193863804256,0.09827216127112141,-0.10403925963337127,0.1310487811868262,420
ajmaline,ERBB2,auc,-0.03035927703628438,0.5349491870611406,-0.02791079584363712,0.568401332249318,420
cefpiramide,CRP,ic50,-0.08835180391384595,0.3232687734223439,-0.08469438559044881,0.34378017491751095,414
cefpiramide,CRP,auc,-0.013275972325041208,0.7876825103094084,-0.037602216320721825,0.4454344536775683,414
cefpiramide,HNF1A,ic50,-0.16993184670321657,0.056131164184717884,0.04380106829664423,0.6248649100391137,414
cefpiramide,HNF1A,auc,-0.04671166934937849,0.3430857817717033,-0.042093081977605,0.39296280966718883,414
cefpiramide,MYC,ic50,0.1836477029516385,0.03875735600696191,0.16169033102916455,0.0693533781277411,414
cefpiramide,MYC,auc,-0.02808481845509046,0.5687956094457816,-0.03881803525972257,0.43084936505064747,414
cefpiramide,ERBB2,ic50,0.003942918492366662,0.9649081800218509,-0.013632873499430542,0.8790901603641131,414
cefpiramide,ERBB2,auc,0.0595883013610312,0.2263356799224956,0.06420082216943579,0.19233959761529063,414
methylprednisolone,CRP,auc,0.0038289022574323523,0.9386172574383108,-0.0561317340214814,0.2585507189739335,407
methylprednisolone,HNF1A,auc,0.006029138479138399,0.9034848645760539,-0.06203964423737313,0.2116809173951727,407
methylprednisolone,MYC,auc,-0.14650714591895075,0.0030507108838288147,-0.13048046702856975,0.00840073783447956,407
methylprednisolone,ERBB2,auc,-0.034565368471843314,0.48680892940741427,-0.021066565106744095,0.6717540876244752,407
epinephrine,CRP,ic50,-0.032720612701437245,0.5966209319742036,-0.011450538733687232,0.8530937664307863,404
epinephrine,CRP,auc,-0.004223432204349518,0.9325577066885974,-0.04905634062278365,0.3253331980415955,404
epinephrine,HNF1A,ic50,0.056628593508685016,0.3594176513930412,0.07575565653654105,0.21989529421765747,404
epinephrine,HNF1A,auc,0.038824995142904786,0.43642267803228824,0.020436641786890822,0.6821423711856398,404
epinephrine,MYC,ic50,-0.08555174058895497,0.16574767076360342,0.0013593150140305918,0.9824627437999736,404
epinephrine,MYC,auc,-0.012755733075665781,0.7982573608561107,0.03607078089539753,0.4696782870205719,404
epinephrine,ERBB2,ic50,0.11752059095200422,0.056515913796736164,0.03463913174739056,0.5752633897057257,404
epinephrine,ERBB2,auc,0.043675847176170894,0.3812630412754207,0.08971747848021427,0.07164841145934679,404
tiletamine,CRP,auc,-0.016479745082153503,0.7437221083728884,-0.08994029025394708,0.07381536563058975,396
tiletamine,HNF1A,auc,-0.026212306613316833,0.6030226180663343,-0.003789285951235585,0.9400812528751882,396
tiletamine,MYC,auc,-0.055543676616224384,0.27017372974334275,0.0022638595004991283,0.9641807344563396,396
tiletamine,ERBB2,auc,0.015161476566155317,0.7635875136778746,0.023960102740297307,0.634529663629874,396
terfenadine,CRP,ic50,0.06260579753085804,0.26042053524220254,0.005442954074742365,0.9221332703424927,414
terfenadine,CRP,auc,0.07037809996959866,0.15288189001488237,-0.0015300220903042214,0.9752398441079655,414
terfenadine,HNF1A,ic50,-0.008054486992391889,0.8849894237749332,-0.007488419082914302,0.8930221310700434,414
terfenadine,HNF1A,auc,0.0356374273116711,0.46958668366952133,-0.014275960552311527,0.7721151262164648,414
terfenadine,MYC,ic50,-0.13021600797098493,0.01885096451912074,-0.15159169080962195,0.006178211524619691,414
terfenadine,MYC,auc,-0.11983395409238762,0.014700055799604584,-0.02127474942788092,0.6660196900478825,414
terfenadine,ERBB2,ic50,0.06109963934735608,0.27208582761591005,-0.0037507588123842843,0.9462971237782123,414
terfenadine,ERBB2,auc,0.052070022546466796,0.2905197787362689,0.04151958832837311,0.3994478448984305,414
afatinib,CRP,ic50,-0.01594623917289629,0.760457094605221,-0.012219294728697403,0.815281574024994,402
afatinib,CRP,auc,0.009400689269422861,0.8509546774985407,-0.03432072408559351,0.49259469887166907,402
afatinib,HNF1A,ic50,-0.20189816552961676,9.613731338297337e-05,-0.03361453853827044,0.5203366448748371,402
afatinib,HNF1A,auc,-0.2022358771103245,4.4177218308756395e-05,-0.07761412527442813,0.12026624671919174,402
afatinib,MYC,ic50,-0.14019151962078394,0.0070705223110928295,-0.02777797394405866,0.5953054336274314,402
afatinib,MYC,auc,-0.15275420844574916,0.002131871424513781,-0.1004646265538506,0.04410064748893473,402
afatinib,ERBB2,ic50,-0.28684887847713547,2.1170199189351268e-08,-0.026676318314235125,0.6099881806277669,402
afatinib,ERBB2,auc,-0.3050234292285734,4.207642163878781e-10,-0.2745199270800238,2.2085863372988053e-08,402
pilocarpine,CRP,auc,-0.030962145014428028,0.5405429192418665,-0.0022679656368355186,0.9642527680162057,393
pilocarpine,HNF1A,auc,-0.06958721990048125,0.16857776033178892,-0.07974818472421812,0.11446797176660045,393
pilocarpine,MYC,auc,-0.04144019308173311,0.41264094916402694,-0.011619726964831677,0.8183823099026188,393
pilocarpine,ERBB2,auc,0.012574214107913593,0.8037553933058111,0.009957188510657869,0.8440077739618042,393
mitoxantrone,CRP,ic50,0.008931146440290024,0.8533226569733566,0.08944659062335357,0.06355525696122333,431
